202152,2,1,4,,,,
202152,2,10,2,,,,
202152,2,4,1,,,,
202202,2,1,4,,,,
202202,2,10,2,,,,
202202,2,4,1,,,,
202606,3,1,4,,,,
202606,3,10,2,,,,
202606,3,4,1,,,,
